Investigator,Maddy,Time (s),Electrode,Amplitude (mV)
,,00438.242080,B6_33,0.013
,,00438.242720,B6_34,0.334
,,00438.245840,B6_34,0.236
,,00438.249200,B6_33,0.026
,,00438.249200,B6_34,0.012
,,00438.252560,B6_34,0.157
,,00438.254800,B6_34,0.297
,,00438.255680,B6_33,0.039
,,00438.315920,A6_22,0.029
,,00438.337040,B3_44,0.047
,,00438.356800,B6_44,0.022
,,00438.363920,B6_43,0.02
,,00438.370400,B6_33,0.032
,,00438.380240,B6_14,0.028
,,00438.385360,D3_32,0.014
,,00438.390880,D3_21,0.015
,,00438.394000,B3_44,0.043
,,00438.433200,B6_14,0.342
,,00438.435440,B6_14,0.076
,,00438.443280,D4_14,0.092
,,00438.447200,D4_14,0.062
,,00438.449920,D4_14,0.014
,,00438.452320,D4_14,0.015
,,00438.472640,B6_44,0.073
,,00438.475280,B6_44,0.013
,,00438.478960,B6_44,0.043
,,00438.482320,B6_44,0.013
,,00438.488480,B1_33,0.027
,,00438.494480,D1_12,0.013
,,00438.520960,B6_14,0.03
,,00438.538400,A6_22,0.032
,,00438.567680,C2_11,0.124
,,00438.585120,B6_33,0.03
,,00438.654800,B6_14,0.336
,,00438.657120,B6_14,0.091
,,00438.669520,A2_13,0.025
,,00438.671280,A2_11,0.032
,,00438.681600,B6_33,0.039
,,00438.686160,B6_34,0.437
,,00438.686880,B6_33,0.031
,,00438.692400,B6_34,0.02
,,00438.742640,D5_14,0.019
,,00438.780320,B6_43,0.023
,,00438.794640,B6_33,0.02
,,00438.796400,B6_44,0.025
,,00438.805600,A6_22,0.033
,,00438.833120,B6_14,0.034
,,00438.838640,B6_14,0.029
,,00438.852240,B6_44,0.011
,,00438.943520,B6_14,0.336
,,00438.945920,B6_14,0.085
,,00438.949360,C1_33,0.082
,,00438.956400,B6_44,0.073
,,00438.958880,B6_44,0.011
,,00438.961120,B6_44,0.02
,,00438.962400,C1_23,0.024
,,00438.965200,C1_23,0.024
,,00438.965760,B6_44,0.018
,,00438.971760,C2_11,0.125
,,00438.986560,B6_33,0.035
,,00438.999360,B6_14,0.031
,,00439.088720,B6_33,0.033
,,00439.091040,B6_33,0.103
,,00439.091680,B6_34,0.172
,,00439.094640,B6_34,0.021
,,00439.094960,B6_33,0.037
,,00439.109120,B6_33,0.023
,,00439.112240,B6_34,0.154
,,00439.115120,B6_34,0.018
,,00439.117360,B6_34,0.024
,,00439.120720,B6_34,0.026
,,00439.129680,B6_33,0.02
,,00439.131920,B6_34,0.016
,,00439.132080,B6_33,0.032
,,00439.134320,B6_34,0.043
,,00439.134960,B6_33,0.014
,,00439.180720,B6_14,0.018
,,00439.195600,B6_43,0.024
,,00439.200640,B6_33,0.029
,,00439.201760,B6_14,0.332
,,00439.204000,B6_14,0.099
,,00439.204640,B6_33,0.016
,,00439.213760,B1_33,0.021
,,00439.248400,B6_33,0.02
,,00439.263680,B1_33,0.023
,,00439.265920,B1_33,0.014
,,00439.274640,D3_21,0.016
,,00439.274720,D3_23,0.013
,,00439.275440,D3_32,0.016
,,00439.277520,D3_21,0.014
,,00439.282080,B1_33,0.029
,,00439.284000,B1_44,0.024
,,00439.284320,B1_33,0.123
,,00439.285920,A6_22,0.031
,,00439.286320,B1_44,0.013
,,00439.286640,B1_33,0.093
,,00439.286720,B1_32,0.095
,,00439.286720,B1_34,0.016
,,00439.289120,B1_33,0.025
,,00439.289600,B1_32,0.039
,,00439.289920,B1_34,0.013
,,00439.291840,B1_33,0.057
,,00439.292320,B1_32,0.028
,,00439.293920,B1_42,0.016
,,00439.294320,B1_33,0.029
,,00439.295600,B1_32,0.038
,,00439.297840,B1_33,0.015
,,00439.308560,B1_33,0.019
,,00439.313200,B1_33,0.022
,,00439.339200,D1_33,0.017
,,00439.340320,D1_21,0.338
,,00439.340400,D1_31,0.046
,,00439.342560,D1_21,0.016
,,00439.343040,D1_31,0.014
,,00439.356800,B6_43,0.024
,,00439.366720,C2_11,0.127
,,00439.368560,B6_33,0.035
,,00439.379680,B6_14,0.031
,,00439.389200,B6_44,0.022
,,00439.432640,B6_44,0.075
,,00439.435360,B6_44,0.013
,,00439.438720,B6_44,0.041
,,00439.471440,B6_14,0.334
,,00439.473760,B6_14,0.094
,,00439.475920,B6_33,0.016
,,00439.478480,B6_14,0.031
,,00439.511040,C2_12,0.013
,,00439.520800,C2_14,0.031
,,00439.558720,B6_14,0.032
,,00439.571440,A6_22,0.034
,,00439.591360,B5_13,0.024
,,00439.639200,B6_33,0.036
,,00439.639760,B6_43,0.02
,,00439.641440,B6_33,0.113
,,00439.643840,B6_34,0.311
,,00439.644160,B6_33,0.012
,,00439.646640,B6_34,0.041
,,00439.648480,B6_44,0.04
,,00439.648880,B6_34,0.044
,,00439.651840,B6_34,0.022
,,00439.654400,B6_34,0.028
,,00439.674720,B3_44,0.047
,,00439.701520,B6_33,0.111
,,00439.705760,B3_44,0.04
,,00439.716400,B6_14,0.335
,,00439.718720,B6_14,0.109
,,00439.784160,C2_11,0.128
,,00439.787840,B3_43,0.041
,,00439.793040,B3_43,0.052
,,00439.794560,B3_44,0.025
,,00439.794800,B3_32,0.011
,,00439.796240,B3_43,0.095
,,00439.799680,B3_32,0.011
,,00439.815840,B6_43,0.023
,,00439.822000,B6_33,0.035
,,00439.836960,B6_33,0.018
,,00439.847040,A2_11,0.047
,,00439.848240,A2_21,0.091
,,00439.850560,A2_11,0.031
,,00439.850560,A2_21,0.028
,,00439.851120,A2_13,0.024
,,00439.851360,A2_12,0.032
,,00439.852400,A2_14,0.015
,,00439.852400,A2_32,0.042
,,00439.852960,A2_11,0.029
,,00439.853760,A2_21,0.05
,,00439.853920,A2_13,0.025
,,00439.854480,A2_34,0.019
,,00439.854960,A2_32,0.031
,,00439.855040,A2_14,0.017
,,00439.855520,A2_11,0.044
,,00439.856080,A2_21,0.027
,,00439.856400,A2_13,0.017
,,00439.857840,A2_34,0.024
,,00439.858560,A2_32,0.009
,,00439.858800,A2_33,0.02
,,00439.859040,A2_11,0.015
,,00439.859440,A2_43,0.009
,,00439.860160,B6_44,0.023
,,00439.860560,A2_13,0.012
,,00439.860560,A2_21,0.027
,,00439.861120,A2_33,0.017
,,00439.861840,A2_34,0.022
,,00439.864320,A2_34,0.022
,,00439.866400,A2_33,0.01
,,00439.866560,A2_34,0.012
,,00439.866960,D1_33,0.019
,,00439.868160,D1_21,0.337
,,00439.868240,D1_31,0.052
,,00439.870480,D1_21,0.012
,,00439.870960,D1_31,0.028
,,00439.873280,D1_31,0.02
,,00439.875120,D1_21,0.013
,,00439.914800,B6_14,0.028
,,00439.953840,B6_14,0.023
,,00439.957520,B6_14,0.134
,,00439.960320,B6_14,0.045
,,00439.962800,B6_14,0.069
,,00439.965200,B6_14,0.243
,,00439.968400,B6_14,0.159
,,00439.969360,B6_33,0.017
,,00439.970960,B6_14,0.067
,,00439.972720,B6_23,0.063
,,00439.973200,B6_43,0.023
,,00439.974080,B6_14,0.2
,,00439.974320,B6_44,0.073
,,00439.975680,B6_23,0.128
,,00439.977360,B6_44,0.024
,,00439.978240,B6_14,0.133
,,00439.978320,B6_23,0.127
,,00439.980880,B6_23,0.108
,,00439.981040,B6_14,0.04
,,00439.983200,B6_23,0.154
,,00439.983360,B6_14,0.153
,,00439.984640,B6_33,0.109
,,00439.986960,B6_23,0.109
,,00439.987440,B6_33,0.025
,,00439.988560,B6_14,0.03
,,00439.989200,B6_23,0.119
,,00439.990960,B6_14,0.008
,,00439.991280,D3_32,0.017
,,00439.991760,B6_23,0.051
,,00439.994320,B6_14,0.083
,,00439.994400,B6_23,0.039
,,00439.995440,D3_32,0.016
,,00440.002240,B6_14,0.095
,,00440.004080,D1_33,0.021
,,00440.005120,D1_21,0.336
,,00440.005200,D1_31,0.053
,,00440.005520,B6_14,0.061
,,00440.007600,D1_21,0.014
,,00440.019680,B6_14,0.135
,,00440.022960,B6_14,0.024
,,00440.024880,D1_12,0.01
,,00440.040880,B6_14,0.139
,,00440.044240,B6_14,0.012
,,00440.063600,B6_14,0.155
,,00440.066880,B6_14,0.01
,,00440.086960,B6_14,0.127
,,00440.090240,B6_14,0.011
,,00440.119600,B6_14,0.159
,,00440.122880,B6_14,0.013
,,00440.162160,B6_14,0.154
,,00440.165360,B6_14,0.011
,,00440.182000,B6_14,0.064
,,00440.185360,B6_14,0.008
,,00440.229040,C2_11,0.125
,,00440.237360,B6_43,0.024
,,00440.239440,B6_33,0.032
,,00440.243840,B6_42,0.012
,,00440.244880,B6_33,0.102
,,00440.247680,D3_21,0.015
,,00440.248400,B4_43,0.048
,,00440.249760,B4_34,0.016
,,00440.250160,B4_21,0.015
,,00440.250480,D3_32,0.014
,,00440.254560,B4_43,0.018
,,00440.254880,B6_33,0.015
,,00440.374160,D3_32,0.018
,,00440.387200,B6_43,0.024
,,00440.391440,B6_44,0.029
,,00440.393680,B6_33,0.032
,,00440.394000,C3_24,0.019
,,00440.414800,D1_24,0.011
,,00440.416480,B6_14,0.015
,,00440.417280,D3_32,0.012
,,00440.427520,C1_33,0.077
,,00440.435280,D3_32,0.015
,,00440.492240,B6_14,0.069
,,00440.492320,B1_33,0.021
,,00440.495040,B1_33,0.018
,,00440.496080,B6_14,0.008
,,00440.522480,A6_22,0.031
,,00440.523520,B6_43,0.018
,,00440.528240,B6_33,0.032
,,00440.539200,B6_33,0.018
,,00440.541280,D4_14,0.027
,,00440.544800,D1_33,0.021
,,00440.588000,B3_14,0.021
,,00440.633760,C2_11,0.127
,,00440.648800,B6_14,0.027
,,00440.669680,B6_14,0.025
,,00440.682640,B6_43,0.021
,,00440.682800,B6_14,0.033
,,00440.690800,B6_33,0.035
,,00440.711920,B6_44,0.07
,,00440.716240,B6_44,0.025
,,00440.805200,D3_32,0.019
,,00440.809200,D3_32,0.014
,,00440.854080,D3_21,0.013
,,00440.856800,D3_21,0.013
,,00440.863600,B6_33,0.038
,,00440.863760,D3_32,0.01
,,00440.866480,B6_34,0.434
,,00440.867360,B6_33,0.012
,,00440.868720,B6_34,0.026
,,00440.871920,B6_34,0.353
,,00440.874720,B6_34,0.023
,,00440.876240,B6_44,0.019
,,00440.876960,B6_34,0.147
,,00440.879280,B6_34,0.008
,,00440.886000,B6_33,0.029
,,00440.891680,B6_14,0.031
,,00441.002400,C2_11,0.125
,,00441.006880,B6_43,0.02
,,00441.012480,B6_33,0.031
,,00441.019840,D4_14,0.025
,,00441.022720,D4_14,0.016
,,00441.028720,B6_14,0.294
,,00441.030960,B6_14,0.072
,,00441.033840,B6_14,0.044
,,00441.130720,B6_44,0.024
,,00441.150400,B6_43,0.02
,,00441.151600,D1_33,0.028
,,00441.153200,D1_21,0.33
,,00441.154080,D1_31,0.046
,,00441.154400,B6_44,0.02
,,00441.156240,D1_21,0.016
,,00441.159040,B6_33,0.033
,,00441.168160,B6_33,0.023
,,00441.201120,A6_22,0.033
,,00441.206560,B6_14,0.029
,,00441.269200,D3_32,0.016
,,00441.288560,B1_33,0.036
,,00441.291600,B1_33,0.021
,,00441.294240,B1_33,0.027
,,00441.294720,B1_13,0.011
,,00441.312960,B1_33,0.018
,,00441.329920,D3_32,0.014
,,00441.333760,D3_32,0.016
,,00441.346800,B6_14,0.094
,,00441.349120,B6_14,0.018
,,00441.368240,B6_43,0.023
,,00441.373040,B6_33,0.034
,,00441.384640,B6_33,0.017
,,00441.392880,C2_11,0.129
,,00441.518400,D4_14,0.021
,,00441.528000,B6_43,0.022
,,00441.534960,B6_33,0.037
,,00441.538400,B6_14,0.318
,,00441.540720,B6_14,0.084
,,00441.545360,B6_14,0.025
,,00441.588400,B6_33,0.104
,,00441.606480,B6_14,0.028
,,00441.607200,B6_44,0.011
,,00441.625440,D3_21,0.014
,,00441.628000,D3_21,0.014
,,00441.628640,D3_32,0.013
,,00441.636720,B6_44,0.02
,,00441.721040,B6_14,0.029
,,00441.739280,B5_13,0.02
,,00441.742400,B6_33,0.035
,,00441.760640,D3_32,0.013
,,00441.813040,A2_33,0.022
,,00441.814160,A2_44,0.041
,,00441.814320,A2_43,0.031
,,00441.814960,A2_34,0.061
,,00441.815600,C2_11,0.129
,,00441.815920,A2_33,0.039
,,00441.816320,A2_21,0.018
,,00441.817120,A2_43,0.013
,,00441.817360,A2_34,0.068
,,00441.817360,A2_42,0.021
,,00441.818240,A2_33,0.031
,,00441.818960,A2_21,0.06
,,00441.819360,A2_32,0.033
,,00441.819680,A2_34,0.043
,,00441.820160,A2_14,0.016
,,00441.820800,A2_33,0.04
,,00441.821360,A2_11,0.038
,,00441.821520,A2_21,0.041
,,00441.821600,A2_32,0.023
,,00441.822000,A2_34,0.041
,,00441.822080,A2_42,0.01
,,00441.822400,A2_14,0.036
,,00441.822480,A2_13,0.029
,,00441.822880,B5_14,0.023
,,00441.823280,A2_33,0.012
,,00441.823840,A2_21,0.02
,,00441.823920,A2_11,0.021
,,00441.824560,A2_32,0.019
,,00441.824720,A2_34,0.016
,,00441.824880,A2_13,0.032
,,00441.825680,A2_14,0.023
,,00441.826560,A2_42,0.011
,,00441.827120,A2_13,0.009
,,00441.827680,A2_21,0.022
,,00441.827760,A2_33,0.032
,,00441.828880,A2_14,0.019
,,00441.829040,A2_11,0.022
,,00441.831440,A2_33,0.016
,,00441.832000,B6_14,0.328
,,00441.834320,B6_14,0.079
,,00441.836720,B6_14,0.027
,,00441.839120,B6_14,0.017
,,00441.839200,D3_32,0.018
,,00441.844000,A2_34,0.018
,,00441.888320,B6_43,0.024
,,00441.892480,B6_33,0.037
,,00441.895200,B6_33,0.108
,,00441.899840,B6_33,0.022
,,00441.940880,B6_14,0.028
,,00441.956400,D1_31,0.019
,,00441.997200,C2_14,0.032
,,00442.005680,B6_44,0.013
,,00442.010560,B6_44,0.022
,,00442.011040,D1_33,0.017
,,00442.012800,D1_21,0.36
,,00442.012880,D1_31,0.046
,,00442.015200,D1_21,0.015
,,00442.018800,D1_31,0.016
,,00442.022000,B4_34,0.102
,,00442.022240,B4_43,0.045
,,00442.022880,B4_44,0.042
,,00442.024560,B4_33,0.032
,,00442.024560,B4_43,0.13
,,00442.025120,B4_34,0.068
,,00442.025120,B4_44,0.033
,,00442.025360,B4_21,0.016
,,00442.026000,B4_42,0.026
,,00442.026400,B4_24,0.091
,,00442.027040,B4_43,0.184
,,00442.027680,B4_33,0.063
,,00442.027840,B4_44,0.02
,,00442.028320,B4_34,0.065
,,00442.028400,B4_42,0.086
,,00442.028880,B4_24,0.026
,,00442.029680,B4_43,0.045
,,00442.030400,B4_33,0.017
,,00442.030640,B4_21,0.014
,,00442.030640,B4_22,0.009
,,00442.030640,B4_32,0.011
,,00442.030960,B4_42,0.028
,,00442.031200,B4_24,0.021
,,00442.031280,B4_44,0.014
,,00442.032000,B4_31,0.012
,,00442.032640,B4_33,0.039
,,00442.032960,B4_34,0.017
,,00442.033200,B4_42,0.045
,,00442.033200,B4_43,0.196
,,00442.033520,B4_24,0.017
,,00442.035040,B4_33,0.015
,,00442.035040,B4_44,0.012
,,00442.035600,B4_43,0.082
,,00442.036240,B4_34,0.033
,,00442.036960,B4_42,0.019
,,00442.037760,B4_33,0.013
,,00442.038480,B4_34,0.013
,,00442.039040,B4_43,0.029
,,00442.039920,B4_24,0.016
,,00442.042480,B4_24,0.02
,,00442.076240,B6_14,0.035
,,00442.081200,B6_14,0.096
,,00442.102880,C2_11,0.126
,,00442.106400,C2_11,0.012
,,00442.114160,D4_14,0.022
,,00442.123360,B6_33,0.031
,,00442.161600,D3_32,0.011
,,00442.174960,B1_33,0.025
,,00442.182320,B1_33,0.021
,,00442.203280,A6_22,0.031
,,00442.204320,B5_13,0.023
,,00442.209680,B6_14,0.028
,,00442.257760,B6_33,0.032
,,00442.260240,B6_33,0.035
,,00442.260720,B6_34,0.123
,,00442.262560,B6_33,0.022
,,00442.263280,B6_34,0.382
,,00442.265840,B6_34,0.102
,,00442.268240,B6_34,0.021
,,00442.284640,B6_43,0.023
,,00442.293200,B6_33,0.103
,,00442.299200,B6_33,0.018
,,00442.352320,B6_14,0.332
,,00442.354640,B6_14,0.08
,,00442.357280,B6_14,0.014
,,00442.360720,B6_14,0.016
,,00442.370960,D3_32,0.011
,,00442.376480,B6_14,0.031
,,00442.382400,B6_14,0.032
,,00442.394320,D3_21,0.027
,,00442.394960,D3_32,0.018
,,00442.395760,D3_23,0.019
,,00442.397040,B6_44,0.02
,,00442.397360,D3_32,0.027
,,00442.397600,D3_21,0.035
,,00442.397840,D3_31,0.022
,,00442.398240,D3_23,0.032
,,00442.399600,D3_33,0.02
,,00442.399600,D3_34,0.012
,,00442.400080,D3_21,0.029
,,00442.402240,D3_32,0.014
,,00442.402400,D3_33,0.008
,,00442.458880,B6_43,0.021
,,00442.465680,B6_33,0.032
,,00442.474640,D1_24,0.012
,,00442.520160,C2_11,0.129
,,00442.522400,C2_11,0.006
,,00442.527840,D3_21,0.055
,,00442.530240,D3_21,0.142
,,00442.532560,D3_21,0.035
,,00442.580880,D1_33,0.017
,,00442.595520,B6_43,0.022
,,00442.595680,B6_44,0.079
,,00442.598080,B6_44,0.022
,,00442.601200,B6_33,0.03
,,00442.616640,B3_14,0.022
,,00442.637280,B6_14,0.336
,,00442.639600,B6_14,0.086
,,00442.644480,B6_14,0.028
,,00442.699840,D4_14,0.016
,,00442.702480,D4_14,0.016
,,00442.715200,B6_14,0.034
,,00442.780000,B6_33,0.037
,,00442.783920,B6_33,0.039
,,00442.784080,B6_34,0.27
,,00442.786240,B6_33,0.015
,,00442.790960,B6_34,0.046
,,00442.796080,D1_31,0.017
,,00442.819840,B6_43,0.022
,,00442.843840,B6_33,0.032
,,00442.850080,B6_14,0.03
,,00442.859440,B6_14,0.029
,,00442.933600,B6_33,0.017
,,00442.938800,C2_11,0.133
,,00442.953600,B6_44,0.026
,,00442.982400,B6_44,0.023
,,00443.015520,B6_14,0.338
,,00443.110640,B6_43,0.02
,,00443.113680,B6_33,0.029
,,00443.174160,D1_33,0.018
,,00443.174960,D1_21,0.335
,,00443.175040,D1_31,0.047
,,00443.177360,D1_21,0.016
,,00443.187040,B6_33,0.034
,,00443.190560,B6_33,0.022
,,00443.190800,B6_34,0.303
,,00443.193360,B6_34,0.045
,,00443.196400,B6_33,0.031
,,00443.197120,B6_34,0.025
,,00443.199760,B6_14,0.088
,,00443.203120,B6_14,0.011
,,00443.211360,B6_14,0.031
,,00443.213600,B6_33,0.027
,,00443.215920,B6_33,0.042
,,00443.216640,B6_34,0.117
,,00443.219040,B6_33,0.011
,,00443.219600,B6_34,0.022
,,00443.239600,D4_14,0.022
,,00443.328800,B6_44,0.021
,,00443.331680,B6_43,0.021
,,00443.344000,B6_33,0.017
,,00443.346320,A6_22,0.022
,,00443.353280,B6_33,0.036
,,00443.360000,C2_11,0.127
,,00443.442800,B6_14,0.338
,,00443.445040,B6_14,0.069
,,00443.447920,B6_14,0.039
,,00443.500960,B6_14,0.029
,,00443.516720,B6_43,0.018
,,00443.532080,B6_44,0.026
,,00443.533920,A2_11,0.018
,,00443.535360,A2_21,0.014
,,00443.545120,D1_24,0.01
,,00443.587360,A6_22,0.032
,,00443.602800,B6_14,0.035
,,00443.630720,D3_32,0.021
,,00443.632480,B6_33,0.034
,,00443.634560,D3_32,0.016
,,00443.634800,B6_33,0.027
,,00443.635520,B6_34,0.015
,,00443.637760,B6_33,0.027
,,00443.639840,B6_34,0.028
,,00443.672640,D1_33,0.018
,,00443.673200,D1_21,0.343
,,00443.673200,D1_31,0.044
,,00443.675440,D1_31,0.013
,,00443.675520,D1_21,0.016
,,00443.702640,B6_33,0.038
,,00443.714800,C2_14,0.029
,,00443.717440,B6_14,0.337
,,00443.719840,B6_14,0.09
,,00443.722080,B6_14,0.012
,,00443.735360,C2_11,0.129
,,00443.821840,D3_23,0.013
,,00443.822160,D3_21,0.036
,,00443.824400,D3_23,0.012
,,00443.828000,D3_23,0.014
,,00443.830400,D3_44,0.016
,,00443.833520,D3_33,0.023
,,00443.834640,D3_23,0.015
,,00443.837200,D3_32,0.013
,,00443.842880,D3_32,0.015
,,00443.848480,C1_23,0.041
,,00443.851600,B6_43,0.024
,,00443.851760,D3_33,0.012
,,00443.852960,C1_33,0.022
,,00443.856080,B6_33,0.03
,,00443.858320,C1_23,0.035
,,00443.864960,D3_44,0.013
,,00443.866160,C1_23,0.051
,,00443.871680,C1_12,0.014
,,00443.884720,B6_14,0.025
,,00443.902160,D3_33,0.011
,,00443.927360,B6_44,0.022
,,00443.945360,B6_33,0.018
,,00443.961600,B6_44,0.02
,,00443.969920,B6_14,0.025
,,00443.988000,B1_33,0.021
,,00444.014000,D1_24,0.01
,,00444.027040,C2_34,0.056
,,00444.046800,B6_14,0.319
,,00444.049040,B6_14,0.09
,,00444.056960,B6_14,0.031
,,00444.106480,C2_11,0.129
,,00444.110000,B5_14,0.027
,,00444.110160,C2_11,0.012
,,00444.112640,B6_33,0.033
,,00444.115280,B6_33,0.108
,,00444.115760,B6_34,0.187
,,00444.118000,B6_34,0.097
,,00444.118640,B6_33,0.014
,,00444.123280,B5_14,0.019
,,00444.138320,B6_33,0.033
,,00444.259760,B6_14,0.028
,,00444.262080,B6_14,0.096
,,00444.287600,B6_43,0.023
,,00444.292800,B6_33,0.032
,,00444.298320,B6_33,0.017
,,00444.318240,D1_33,0.026
,,00444.319440,D1_21,0.331
,,00444.319520,D1_31,0.046
,,00444.321840,D1_21,0.015
,,00444.322080,D1_31,0.033
,,00444.373040,B6_14,0.033
,,00444.395600,B6_44,0.029
,,00444.402640,B6_44,0.02
,,00444.434640,B6_14,0.025
,,00444.462080,A6_22,0.241
,,00444.462640,A6_11,0.055
,,00444.463200,A6_21,0.037
,,00444.463280,A6_12,0.019
,,00444.464320,A6_22,0.163
,,00444.465920,A6_21,0.137
,,00444.466720,A6_11,0.021
,,00444.467440,A6_22,0.029
,,00444.467520,A6_12,0.03
,,00444.468160,A6_21,0.044
,,00444.468720,A6_42,0.014
,,00444.469760,A6_22,0.079
,,00444.469840,A6_11,0.025
,,00444.471920,A6_21,0.023
,,00444.472080,A6_11,0.026
,,00444.473520,A6_22,0.026
,,00444.474240,A6_21,0.073
,,00444.475360,A6_11,0.022
,,00444.476560,A6_22,0.176
,,00444.477600,A6_11,0.028
,,00444.477840,A6_21,0.062
,,00444.478560,A6_12,0.026
,,00444.479200,A6_22,0.058
,,00444.479840,A6_11,0.014
,,00444.480800,A6_21,0.036
,,00444.481360,A6_12,0.013
,,00444.481600,A6_22,0.031
,,00444.493760,A6_22,0.016
,,00444.537200,B6_33,0.032
,,00444.544400,B6_14,0.343
,,00444.548480,B6_14,0.015
,,00444.569760,C2_11,0.127
,,00444.578880,C2_11,0.039
,,00444.581200,C2_14,0.032
,,00444.581600,C2_12,0.06
,,00444.584400,C2_14,0.038
,,00444.585280,C2_11,0.038
,,00444.585360,C2_12,0.075
,,00444.586720,C2_34,0.018
,,00444.587920,C2_12,0.042
,,00444.589200,C2_34,0.034
,,00444.592080,C2_14,0.033
,,00444.594560,C2_12,0.014
,,00444.604640,C2_14,0.03
,,00444.609520,C2_14,0.021
,,00444.611680,C2_11,0.014
,,00444.615040,C2_14,0.03
,,00444.616800,C2_12,0.02
,,00444.617520,C2_14,0.013
,,00444.617840,C2_34,0.053
,,00444.618640,C2_11,0.012
,,00444.629840,B6_33,0.035
,,00444.633520,B6_33,0.021
,,00444.633760,B6_34,0.333
,,00444.636320,B6_34,0.014
,,00444.640320,B6_34,0.015
,,00444.642720,C2_14,0.03
,,00444.644880,C2_12,0.011
,,00444.645440,C2_11,0.143
,,00444.647760,C2_12,0.023
,,00444.648160,C2_11,0.011
,,00444.650560,B6_14,0.029
,,00444.651280,C2_34,0.221
,,00444.651440,B6_33,0.024
,,00444.652400,C2_14,0.026
,,00444.653680,C2_12,0.02
,,00444.654000,B6_33,0.107
,,00444.654240,B6_34,0.253
,,00444.656560,B6_33,0.008
,,00444.657600,B6_34,0.375
,,00444.658480,C2_14,0.029
,,00444.659840,B6_34,0.027
,,00444.665920,C2_14,0.011
,,00444.674480,B6_43,0.023
,,00444.679200,B6_33,0.033
,,00444.683360,B3_14,0.016
,,00444.684800,B6_33,0.017
,,00444.698480,B3_14,0.024
,,00444.714640,B3_14,0.026
,,00444.743120,B3_43,0.033
,,00444.747520,B3_24,0.019
,,00444.758640,B6_14,0.034
,,00444.759600,B3_23,0.02
,,00444.761040,B3_42,0.015
,,00444.785760,B6_44,0.016
,,00444.794080,B4_43,0.042
,,00444.796160,B4_34,0.014
,,00444.796560,B4_21,0.015
,,00444.800640,B4_43,0.012
,,00444.814160,B3_44,0.08
,,00444.816240,B3_43,0.028
,,00444.816640,B3_24,0.032
,,00444.817200,B5_13,0.025
,,00444.817280,B3_42,0.039
,,00444.817360,B3_34,0.023
,,00444.817440,B3_14,0.036
,,00444.817440,B3_44,0.035
,,00444.818560,B3_43,0.294
,,00444.818880,B3_24,0.022
,,00444.818960,B3_32,0.012
,,00444.819200,B3_33,0.03
,,00444.819600,B3_34,0.037
,,00444.819680,B3_14,0.109
,,00444.819840,B3_44,0.076
,,00444.820400,B3_42,0.2
,,00444.820560,B3_23,0.101
,,00444.821120,B3_24,0.046
,,00444.821760,B3_33,0.138
,,00444.822000,B3_32,0.134
,,00444.822080,B3_44,0.073
,,00444.822160,B3_43,0.194
,,00444.822560,B3_14,0.242
,,00444.822560,B3_34,0.131
,,00444.823200,B3_23,0.028
,,00444.823440,B3_42,0.197
,,00444.823600,B3_24,0.034
,,00444.824400,B3_22,0.046
,,00444.824560,B3_31,0.022
,,00444.824560,B3_44,0.051
,,00444.824720,B3_32,0.091
,,00444.825040,B3_34,0.156
,,00444.825120,B3_12,0.031
,,00444.825120,B3_21,0.037
,,00444.825360,B3_33,0.047
,,00444.825920,B3_14,0.447
,,00444.826000,B3_23,0.026
,,00444.826160,B3_24,0.018
,,00444.826400,B6_44,0.078
,,00444.826720,B3_22,0.025
,,00444.827360,B3_12,0.071
,,00444.827360,B3_32,0.092
,,00444.827680,B3_11,0.019
,,00444.827680,B3_21,0.036
,,00444.827760,B3_31,0.315
,,00444.827840,B3_34,0.037
,,00444.828080,B3_33,0.104
,,00444.828240,B3_42,0.227
,,00444.828480,B3_44,0.023
,,00444.829120,B3_14,0.144
,,00444.829120,B3_43,0.181
,,00444.829680,B3_12,0.046
,,00444.829680,B3_24,0.016
,,00444.829760,B3_22,0.026
,,00444.830160,B3_21,0.052
,,00444.830320,B3_32,0.077
,,00444.830640,B3_11,0.025
,,00444.830640,B3_31,0.077
,,00444.830720,B3_33,0.036
,,00444.830800,B3_23,0.021
,,00444.830800,B3_44,0.031
,,00444.831200,B6_33,0.018
,,00444.831360,B3_43,0.333
,,00444.831760,B3_34,0.032
,,00444.831760,B3_42,0.12
,,00444.832000,B3_14,0.178
,,00444.832080,B3_24,0.019
,,00444.832160,B3_12,0.043
,,00444.832160,B3_22,0.021
,,00444.832400,B3_21,0.018
,,00444.832880,B6_44,0.044
,,00444.833040,B3_32,0.098
,,00444.833120,B3_33,0.024
,,00444.833120,B3_44,0.046
,,00444.833680,B3_11,0.019
,,00444.833760,B3_43,0.072
,,00444.834000,B3_31,0.065
,,00444.834080,B3_34,0.026
,,00444.834320,B3_42,0.069
,,00444.834480,B3_12,0.06
,,00444.834720,B3_14,0.128
,,00444.834960,B3_21,0.034
,,00444.835440,B3_33,0.017
,,00444.835600,B3_22,0.013
,,00444.835760,B3_44,0.018
,,00444.835920,B3_11,0.01
,,00444.836080,B3_32,0.053
,,00444.836160,B6_44,0.01
,,00444.836480,B3_24,0.014
,,00444.836640,B3_42,0.196
,,00444.837040,B3_14,0.109
,,00444.837040,B3_41,0.007
,,00444.837200,B3_21,0.021
,,00444.837440,B3_12,0.03
